,Y,y_bedrooms,y_bathrooms,y_waterfront,y_view,y_condition,y_grade,y_sqft_above,y_sqft_living15,y_yr
26,937000.0,582167.0,423117.8125,0,566681,3,156792,447700.77068694844,545891.72508125,-35189696.29278433
27,667000.0,582167.0,357727.0,0,566681,5,156792,395202.71064647526,545891.72508125,-35160639.00918645
28,438000.0,582167.0,423117.8125,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35298944.2033115
29,719000.0,720397.0,594633.25,0,566681,3,156792,695010.2210712119,786259.3963676231,-35137758.62493652
30,580500.0,582167.0,594633.25,0,566681,3,156792,597604.504375,786259.3963676231,-35169224.479159296
31,280000.0,407085.0,389529.25,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35137758.62493652
32,687500.0,720397.0,423117.8125,0,566681,4,-48628,447700.77068694844,466766.6027992289,-35256689.4921875
33,535000.0,582167.0,357727.0,0,566681,4,156792,395202.71064647526,466766.6027992289,-35256689.4921875
34,322500.0,720397.0,675388.3125,0,566681,3,-48628,395202.71064647526,625515.5128481789,-35261459.19772801
35,696000.0,582167.0,594633.25,0,566681,3,156792,447700.77068694844,466766.6027992289,-35169224.479159296
36,550000.0,720397.0,357727.0,0,566681,1,-193050,357673.7688412939,625515.5128481789,-35272297.18960294
37,640000.0,720397.0,468498.0,0,566681,4,156792,597604.504375,545891.72508125,-35127843.86880764
38,240000.0,720397.0,357727.0,0,566681,2,-48628,357673.7688412939,388139.9950391114,-35287402.22334683
39,605000.0,720397.0,594633.25,0,566681,3,156792,695010.2210712119,786259.3963676231,-35197325.24879661
40,625000.0,720397.0,594633.25,0,566681,3,451018,695010.2210712119,705638.1209049613,-35169224.479159296
41,775000.0,720397.0,525669.8125,0,566681,3,156792,695010.2210712119,705638.1209049613,-35243442.9296875
42,861990.0,821775.0,675388.3125,0,566681,3,451018,1077042.167278294,1113731.1722770645,-35102930.21335709
43,685000.0,582167.0,357727.0,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35237719.23741552
44,309000.0,582167.0,357727.0,0,566681,4,-165242,357673.7688412939,388139.9950391114,-35299898.14441958
45,488000.0,582167.0,594633.25,0,566681,3,156792,934728.8801759753,948997.9495105848,-35169224.479159296
46,210490.0,582167.0,357727.0,0,566681,3,-165242,357673.7688412939,388139.9950391114,-35295331.46256143
47,785000.0,720397.0,594633.25,0,566681,4,451018,597604.504375,786259.3963676231,-35261459.19772801
48,450000.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,310012.05468487315,-35301102.31454459
49,1350000.0,582167.0,594633.25,1,826681,5,451018,597604.504375,786259.3963676231,-35301102.31454459
50,228000.0,582167.0,357727.0,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35301102.31454459
51,345000.0,821775.0,594633.25,0,566681,4,156792,447700.77068694844,625515.5128481789,-35295331.46256143
52,600000.0,582167.0,423117.8125,0,566681,4,-48628,357673.7688412939,388139.9950391114,-35298944.2033115
53,585000.0,407085.0,423117.8125,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35261459.19772801
54,920000.0,821775.0,525669.8125,0,566681,3,156792,597604.504375,786259.3963676231,-35256689.4921875
55,885000.0,720397.0,594633.25,0,566681,3,451018,807384.9699054484,545891.72508125,-35197325.24879661
56,292500.0,720397.0,594633.25,0,566681,3,-48628,597604.504375,705638.1209049613,-35137758.62493652
57,301000.0,582167.0,594633.25,0,566681,3,156792,597604.504375,786259.3963676231,-35169224.479159296
58,951000.0,821775.0,872273.3125,0,1375097,4,156792,934728.8801759753,867379.3392361642,-35287402.22334683
59,430000.0,720397.0,767935.0,0,566681,3,156792,515167.99216371187,705638.1209049613,-35222064.104290456
60,650000.0,582167.0,525669.8125,0,1064837,4,156792,447700.77068694844,786259.3963676231,-35299898.14441958
61,289000.0,582167.0,423117.8125,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35301102.31454459
62,505000.0,582167.0,423117.8125,0,566681,5,156792,695010.2210712119,786259.3963676231,-35287402.22334683
63,549000.0,582167.0,423117.8125,0,566681,3,156792,447700.77068694844,466766.6027992289,-35102930.21335709
64,425000.0,582167.0,525669.8125,0,566681,3,-48628,395202.71064647526,466766.6027992289,-35261459.19772801
65,317625.0,582167.0,675388.3125,0,566681,5,-48628,515167.99216371187,466766.6027992289,-35237719.23741552
66,975000.0,720397.0,594633.25,0,566681,3,834050,695010.2210712119,867379.3392361642,-35222064.104290456
67,287000.0,720397.0,594633.25,0,566681,3,-48628,597604.504375,705638.1209049613,-35137758.62493652
68,204000.0,582167.0,357727.0,0,566681,4,-48628,357673.7688412939,310012.05468487315,-35287402.22334683
69,1325000.0,821775.0,525669.8125,0,566681,3,156792,447700.77068694844,1031115.227190885,-35295331.46256143
70,1040000.0,821775.0,872273.3125,0,566681,4,1305888,807384.9699054484,1113731.1722770645,-35287402.22334683
71,325000.0,582167.0,468498.0,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35287402.22334683
72,571000.0,720397.0,468498.0,0,566681,5,-48628,597604.504375,466766.6027992289,-35215388.722171634
73,360000.0,720397.0,594633.25,0,566681,3,156792,597604.504375,705638.1209049613,-35137758.62493652
74,349000.0,582167.0,423117.8125,0,566681,5,-48628,395202.71064647526,545891.72508125,-35295331.46256143
75,832500.0,720397.0,1256038.0,0,566681,4,834050,597604.504375,948997.9495105848,-35243442.9296875
76,380000.0,720397.0,423117.8125,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35301102.31454459
77,480000.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,232382.7817365143,-35284541.3192341
78,410000.0,582167.0,357727.0,0,566681,4,-48628,357673.7688412939,310012.05468487315,-35301102.31454459
79,720000.0,720397.0,594633.25,0,566681,3,834050,934728.8801759753,1031115.227190885,-35169224.479159296
80,390000.0,582167.0,594633.25,0,566681,3,156792,597604.504375,705638.1209049613,-35169224.479159296
81,360000.0,720397.0,594633.25,0,566681,3,-48628,515167.99216371187,545891.72508125,-35222064.104290456
82,355000.0,407085.0,357727.0,0,566681,3,-48628,357673.7688412939,545891.72508125,-35298944.2033115
83,356000.0,582167.0,389529.25,0,566681,3,156792,447700.77068694844,545891.72508125,-35295331.46256143
84,315000.0,582167.0,357727.0,0,566681,3,-165242,357673.7688412939,466766.6027992289,-35298944.2033115
85,940000.0,582167.0,389529.25,0,566681,3,451018,515167.99216371187,625515.5128481789,-35237719.23741552
86,305000.0,821775.0,525669.8125,0,566681,5,-48628,695010.2210712119,466766.6027992289,-35299898.14441958
87,461000.0,582167.0,872273.3125,0,566681,3,451018,515167.99216371187,545891.72508125,-35137758.62493652
88,215000.0,407085.0,525669.8125,0,566681,4,-48628,447700.77068694844,545891.72508125,-35261459.19772801
89,335000.0,407085.0,423117.8125,0,566681,3,-48628,357673.7688412939,310012.05468487315,-35137758.62493652
90,243500.0,720397.0,594633.25,0,566681,3,-48628,515167.99216371187,625515.5128481789,-35243442.9296875
91,1099880.0,821775.0,675388.3125,0,566681,4,834050,1077042.167278294,786259.3963676231,-35169224.479159296
92,153000.0,582167.0,357727.0,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35299898.14441958
93,430000.0,582167.0,389529.25,0,566681,3,156792,395202.71064647526,466766.6027992289,-35284541.3192341
94,700000.0,582167.0,389529.25,0,566681,3,156792,395202.71064647526,466766.6027992289,-35284541.3192341
95,905000.0,720397.0,594633.25,0,566681,3,-48628,597604.504375,545891.72508125,-35222064.104290456
96,247500.0,582167.0,423117.8125,0,566681,3,-48628,515167.99216371187,545891.72508125,-35295331.46256143
97,199000.0,720397.0,389529.25,0,566681,4,-48628,395202.71064647526,310012.05468487315,-35276111.667609125
98,314000.0,582167.0,423117.8125,0,566681,5,-48628,395202.71064647526,466766.6027992289,-35261459.19772801
99,437500.0,582167.0,594633.25,0,826681,3,451018,597604.504375,786259.3963676231,-35222064.104290456
100,850830.0,582167.0,594633.25,0,566681,5,451018,395202.71064647526,625515.5128481789,-35160639.00918645
101,555000.0,582167.0,468498.0,0,566681,4,-48628,447700.77068694844,466766.6027992289,-35256689.4921875
102,699950.0,582167.0,525669.8125,0,566681,4,156792,597604.504375,786259.3963676231,-35261459.19772801
103,1088000.0,582167.0,594633.25,0,566681,3,156792,807384.9699054484,705638.1209049613,-35102930.21335709
104,290000.0,582167.0,357727.0,0,566681,3,-48628,395202.71064647526,466766.6027992289,-35301102.31454459
105,375000.0,582167.0,594633.25,0,566681,4,156792,447700.77068694844,705638.1209049613,-35276111.667609125
106,460000.0,582167.0,357727.0,0,566681,4,-48628,395202.71064647526,388139.9950391114,-35284541.3192341
107,188500.0,407085.0,423117.8125,0,566681,4,156792,395202.71064647526,388139.9950391114,-35243442.9296875
108,680000.0,720397.0,594633.25,0,566681,4,834050,807384.9699054484,867379.3392361642,-35222064.104290456
109,470000.0,821775.0,423117.8125,0,566681,4,-48628,515167.99216371187,786259.3963676231,-35293423.53472179
110,597750.0,720397.0,594633.25,0,566681,3,156792,597604.504375,545891.72508125,-35243442.9296875
111,570000.0,582167.0,423117.8125,0,566681,5,-165242,334949.11077925126,388139.9950391114,-35127843.86880764
112,272500.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35261459.19772801
113,329950.0,582167.0,423117.8125,0,826681,3,-48628,395202.71064647526,625515.5128481789,-35287402.22334683
114,480000.0,720397.0,594633.25,0,1064837,3,451018,695010.2210712119,786259.3963676231,-35169224.479159296
115,740500.0,582167.0,988403.25,0,566681,3,156792,695010.2210712119,545891.72508125,-35197325.24879661
116,518500.0,582167.0,988403.25,0,566681,3,156792,447700.77068694844,466766.6027992289,-35102930.21335709
117,205425.0,407085.0,357727.0,0,566681,4,-165242,357673.7688412939,388139.9950391114,-35293423.53472179
118,171800.0,720397.0,468498.0,0,566681,3,-165242,447700.77068694844,545891.72508125,-35298944.2033115
119,535000.0,720397.0,357727.0,0,566681,4,-48628,447700.77068694844,466766.6027992289,-35237719.23741552
120,660000.0,582167.0,594633.25,0,826681,3,156792,447700.77068694844,705638.1209049613,-35295331.46256143
121,391500.0,582167.0,468498.0,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35243442.9296875
122,395000.0,407085.0,357727.0,0,566681,3,-165242,357673.7688412939,545891.72508125,-35301102.31454459
123,445000.0,720397.0,423117.8125,0,566681,5,-48628,447700.77068694844,545891.72508125,-35237719.23741552
124,770000.0,582167.0,525669.8125,0,566681,3,451018,807384.9699054484,786259.3963676231,-35222064.104290456
125,1450000.0,720397.0,675388.3125,0,566681,3,156792,515167.99216371187,948997.9495105848,-35222064.104290456
126,445000.0,582167.0,525669.8125,0,826681,3,156792,447700.77068694844,786259.3963676231,-35295331.46256143
127,260000.0,720397.0,525669.8125,0,566681,3,156792,395202.71064647526,625515.5128481789,-35276111.667609125
128,822500.0,821775.0,988403.25,0,566681,5,-48628,447700.77068694844,545891.72508125,-35237719.23741552
129,430000.0,720397.0,594633.25,0,566681,3,-48628,515167.99216371187,625515.5128481789,-35169224.479159296
130,212000.0,582167.0,423117.8125,0,566681,4,-48628,357673.7688412939,388139.9950391114,-35243442.9296875
131,660500.0,720397.0,525669.8125,0,566681,3,156792,447700.77068694844,625515.5128481789,-35243442.9296875
132,784000.0,582167.0,988403.25,0,566681,3,451018,695010.2210712119,786259.3963676231,-35222064.104290456
133,453246.0,582167.0,594633.25,0,566681,3,156792,395202.71064647526,466766.6027992289,-35102930.21335709
134,675000.0,720397.0,988403.25,0,566681,3,451018,597604.504375,466766.6027992289,-35137758.62493652
135,199000.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35301102.31454459
136,220000.0,720397.0,423117.8125,0,566681,3,-48628,357673.7688412939,545891.72508125,-35287402.22334683
137,452000.0,720397.0,525669.8125,0,566681,4,156792,395202.71064647526,466766.6027992289,-35287402.22334683
138,382500.0,407085.0,357727.0,0,566681,3,-165242,395202.71064647526,310012.05468487315,-35261459.19772801
139,519950.0,582167.0,525669.8125,0,566681,3,156792,395202.71064647526,388139.9950391114,-35102930.21335709
140,665000.0,407085.0,357727.0,0,566681,3,-48628,395202.71064647526,310012.05468487315,-35237719.23741552
141,527700.0,821775.0,594633.25,0,566681,4,156792,447700.77068694844,867379.3392361642,-35287402.22334683
142,205000.0,582167.0,357727.0,0,566681,4,-48628,357673.7688412939,466766.6027992289,-35299898.14441958
143,420000.0,582167.0,357727.0,0,566681,4,-48628,357673.7688412939,466766.6027992289,-35237719.23741552
144,500000.0,720397.0,525669.8125,0,566681,4,156792,395202.71064647526,705638.1209049613,-35299898.14441958
145,921500.0,720397.0,594633.25,0,566681,4,451018,1077042.167278294,867379.3392361642,-35222064.104290456
146,890000.0,720397.0,357727.0,0,566681,3,156792,597604.504375,625515.5128481789,-35127843.86880764
147,430000.0,407085.0,594633.25,0,566681,3,-48628,597604.504375,545891.72508125,-35137758.62493652
148,258000.0,821775.0,468498.0,0,566681,4,156792,395202.71064647526,388139.9950391114,-35299898.14441958
149,511000.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35293423.53472179
150,532170.0,582167.0,468498.0,0,566681,3,156792,395202.71064647526,466766.6027992289,-35222064.104290456
151,560000.0,582167.0,357727.0,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35293423.53472179
152,282950.0,582167.0,357727.0,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35301102.31454459
153,2250000.0,720397.0,872273.3125,0,1064837,3,1866532,1077042.167278294,948997.9495105848,-35137758.62493652
154,350000.0,195151.0,357727.0,0,566681,3,-48628,334949.11077925126,310012.05468487315,-35293423.53472179
155,215000.0,582167.0,357727.0,0,566681,4,-48628,395202.71064647526,388139.9950391114,-35295331.46256143
156,650000.0,821775.0,988403.25,0,566681,3,451018,695010.2210712119,786259.3963676231,-35197325.24879661
157,320000.0,720397.0,675388.3125,0,566681,3,156792,447700.77068694844,625515.5128481789,-35295331.46256143
158,247000.0,582167.0,468498.0,0,566681,3,-48628,395202.71064647526,310012.05468487315,-35102930.21335709
159,320000.0,720397.0,423117.8125,0,566681,4,156792,447700.77068694844,545891.72508125,-35287402.22334683
160,255000.0,821775.0,525669.8125,0,566681,3,-48628,357673.7688412939,310012.05468487315,-35299898.14441958
161,438000.0,582167.0,423117.8125,0,566681,3,-48628,515167.99216371187,388139.9950391114,-35299898.14441958
162,900000.0,582167.0,594633.25,0,566681,3,834050,934728.8801759753,1031115.227190885,-35169224.479159296
163,441000.0,582167.0,675388.3125,0,566681,3,-48628,395202.71064647526,545891.72508125,-35261459.19772801
164,420000.0,582167.0,468498.0,0,566681,4,-48628,357673.7688412939,625515.5128481789,-35276111.667609125
165,370000.0,582167.0,423117.8125,0,566681,3,-48628,395202.71064647526,466766.6027992289,-35276111.667609125
166,269950.0,407085.0,423117.8125,0,566681,5,-193050,334949.11077925126,545891.72508125,-35298944.2033115
167,807100.0,720397.0,594633.25,0,566681,3,451018,695010.2210712119,867379.3392361642,-35197325.24879661
168,653000.0,582167.0,594633.25,0,566681,4,156792,447700.77068694844,786259.3963676231,-35261459.19772801
169,371500.0,582167.0,468498.0,0,566681,5,-48628,395202.71064647526,545891.72508125,-35295331.46256143
170,284000.0,582167.0,423117.8125,0,566681,3,-48628,447700.77068694844,310012.05468487315,-35301102.31454459
171,272000.0,582167.0,423117.8125,0,566681,4,-48628,447700.77068694844,545891.72508125,-35276111.667609125
172,313000.0,582167.0,389529.25,0,566681,3,-48628,395202.71064647526,466766.6027992289,-35301102.31454459
173,917500.0,720397.0,594633.25,0,566681,3,834050,695010.2210712119,1113731.1722770645,-35243442.9296875
174,673000.0,720397.0,525669.8125,0,566681,4,156792,695010.2210712119,705638.1209049613,-35261459.19772801
175,425000.0,582167.0,594633.25,0,566681,3,156792,357673.7688412939,466766.6027992289,-35137758.62493652
176,399950.0,821775.0,675388.3125,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35243442.9296875
177,385000.0,582167.0,357727.0,0,566681,3,-165242,395202.71064647526,388139.9950391114,-35127843.86880764
178,269950.0,582167.0,389529.25,0,826681,4,-48628,395202.71064647526,545891.72508125,-35276111.667609125
179,330000.0,407085.0,357727.0,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35298944.2033115
180,260000.0,582167.0,594633.25,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35243442.9296875
181,470000.0,720397.0,767935.0,0,566681,4,-48628,447700.77068694844,388139.9950391114,-35237719.23741552
182,589000.0,720397.0,767935.0,0,566681,5,-48628,597604.504375,705638.1209049613,-35299898.14441958
183,163500.0,407085.0,389529.25,0,566681,3,-48628,357673.7688412939,310012.05468487315,-35197325.24879661
184,835000.0,720397.0,675388.3125,0,566681,3,451018,597604.504375,705638.1209049613,-35222064.104290456
185,1095000.0,821775.0,767935.0,0,826681,4,834050,515167.99216371187,786259.3963676231,-35243442.9296875
186,269000.0,720397.0,423117.8125,0,566681,4,156792,395202.71064647526,625515.5128481789,-35287402.22334683
187,560000.0,582167.0,594633.25,0,566681,3,156792,515167.99216371187,625515.5128481789,-35243442.9296875
188,615000.0,720397.0,357727.0,0,566681,4,-165242,395202.71064647526,388139.9950391114,-35127843.86880764
189,585188.0,582167.0,525669.8125,0,566681,3,156792,447700.77068694844,705638.1209049613,-35276111.667609125
190,305000.0,582167.0,423117.8125,0,566681,3,-48628,395202.71064647526,466766.6027992289,-35276111.667609125
191,166950.0,582167.0,357727.0,0,566681,3,-165242,395202.71064647526,388139.9950391114,-35299898.14441958
192,799000.0,582167.0,594633.25,0,566681,4,156792,597604.504375,786259.3963676231,-35299898.14441958
193,400000.0,582167.0,594633.25,0,566681,4,-48628,447700.77068694844,545891.72508125,-35299898.14441958
194,230000.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35298944.2033115
195,256883.0,582167.0,594633.25,0,566681,3,156792,447700.77068694844,786259.3963676231,-35169224.479159296
196,423000.0,720397.0,468498.0,0,566681,5,-48628,395202.71064647526,466766.6027992289,-35215388.722171634
197,465000.0,582167.0,594633.25,0,566681,3,156792,597604.504375,545891.72508125,-35137758.62493652
198,440000.0,582167.0,594633.25,0,566681,3,-48628,515167.99216371187,705638.1209049613,-35197325.24879661
199,385000.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35287402.22334683
200,210000.0,582167.0,357727.0,0,566681,4,-165242,357673.7688412939,388139.9950391114,-35293423.53472179
201,297000.0,582167.0,594633.25,0,566681,3,156792,515167.99216371187,625515.5128481789,-35222064.104290456
202,470000.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35298944.2033115
203,226500.0,582167.0,389529.25,0,566681,4,-48628,357673.7688412939,388139.9950391114,-35276111.667609125
204,274250.0,582167.0,357727.0,0,566681,4,-165242,357673.7688412939,388139.9950391114,-35299898.14441958
205,840000.0,720397.0,423117.8125,0,566681,4,451018,447700.77068694844,867379.3392361642,-35295331.46256143
206,677900.0,582167.0,594633.25,0,566681,3,156792,597604.504375,867379.3392361642,-35102930.21335709
207,425000.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,388139.9950391114,-35189696.29278433
208,180250.0,407085.0,359513.3125,0,566681,3,-165242,357673.7688412939,388139.9950391114,-35284541.3192341
209,464000.0,886301.0,767935.0,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35222064.104290456
210,320000.0,720397.0,525669.8125,0,566681,3,156792,447700.77068694844,466766.6027992289,-35222064.104290456
211,625504.0,582167.0,525669.8125,0,566681,3,156792,357673.7688412939,310012.05468487315,-35102930.21335709
212,592500.0,720397.0,594633.25,0,566681,3,451018,597604.504375,786259.3963676231,-35261459.19772801
213,465000.0,582167.0,594633.25,0,566681,3,451018,695010.2210712119,786259.3963676231,-35137758.62493652
214,477000.0,720397.0,675388.3125,0,566681,3,156792,447700.77068694844,625515.5128481789,-35276111.667609125
215,280000.0,407085.0,357727.0,0,566681,3,-165242,357673.7688412939,310012.05468487315,-35237719.23741552
216,1505000.0,821775.0,767935.0,0,1064837,3,451018,515167.99216371187,1196845.7847691232,-35222064.104290456
217,445838.0,582167.0,594633.25,0,566681,3,156792,597604.504375,388139.9950391114,-35169224.479159296
218,1072000.0,407085.0,525669.8125,0,1064837,3,156792,515167.99216371187,786259.3963676231,-35293423.53472179
219,467000.0,407085.0,389529.25,0,566681,4,156792,395202.71064647526,625515.5128481789,-35293423.53472179
220,686000.0,720397.0,594633.25,0,566681,3,834050,695010.2210712119,948997.9495105848,-35197325.24879661
221,279950.0,582167.0,468498.0,0,566681,3,-48628,395202.71064647526,545891.72508125,-35299898.14441958
222,527000.0,720397.0,525669.8125,0,566681,3,156792,597604.504375,545891.72508125,-35243442.9296875
223,325000.0,582167.0,525669.8125,0,566681,4,156792,515167.99216371187,625515.5128481789,-35295331.46256143
224,328000.0,582167.0,525669.8125,0,566681,3,-48628,515167.99216371187,625515.5128481789,-35222064.104290456
225,390000.0,582167.0,525669.8125,0,566681,5,-48628,395202.71064647526,388139.9950391114,-35293423.53472179
226,479950.0,407085.0,468498.0,0,566681,3,156792,447700.77068694844,466766.6027992289,-35137758.62493652
227,264950.0,720397.0,525669.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35276111.667609125
228,235000.0,582167.0,357727.0,0,566681,4,-48628,357673.7688412939,625515.5128481789,-35299898.14441958
229,516500.0,582167.0,594633.25,0,566681,3,-48628,447700.77068694844,705638.1209049613,-35169224.479159296
230,655000.0,407085.0,423117.8125,1,1375097,3,-48628,395202.71064647526,625515.5128481789,-35276111.667609125
231,500000.0,720397.0,675388.3125,0,566681,5,-48628,597604.504375,705638.1209049613,-35299898.14441958
232,315000.0,886301.0,675388.3125,0,566681,3,156792,515167.99216371187,625515.5128481789,-35276111.667609125
233,213000.0,407085.0,357727.0,0,566681,3,-165242,357673.7688412939,310012.05468487315,-35299898.14441958
234,475000.0,582167.0,389529.25,0,566681,5,-48628,447700.77068694844,625515.5128481789,-35293423.53472179
235,1025000.0,821775.0,1256038.0,0,566681,3,834050,1077042.167278294,1031115.227190885,-35261459.19772801
236,416000.0,582167.0,468498.0,0,566681,5,-48628,447700.77068694844,625515.5128481789,-35276111.667609125
237,410000.0,720397.0,357727.0,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35137758.62493652
238,800000.0,582167.0,988403.25,0,566681,3,834050,1077042.167278294,867379.3392361642,-35222064.104290456
239,472000.0,886301.0,594633.25,0,826681,4,451018,597604.504375,786259.3963676231,-35295331.46256143
240,225000.0,582167.0,423117.8125,0,566681,4,-48628,447700.77068694844,388139.9950391114,-35287402.22334683
241,210000.0,407085.0,357727.0,0,566681,3,-165242,357673.7688412939,232382.7817365143,-35284541.3192341
242,455000.0,407085.0,357727.0,0,566681,2,-48628,447700.77068694844,466766.6027992289,-35237719.23741552
243,225000.0,582167.0,357727.0,0,566681,4,-165242,395202.71064647526,388139.9950391114,-35301102.31454459
244,480000.0,407085.0,357727.0,0,826681,4,-48628,357673.7688412939,388139.9950391114,-35215388.722171634
245,363000.0,582167.0,594633.25,0,566681,3,451018,695010.2210712119,786259.3963676231,-35222064.104290456
246,2400000.0,720397.0,594633.25,1,1375097,3,451018,515167.99216371187,948997.9495105848,-35169224.479159296
247,181000.0,407085.0,389529.25,0,566681,3,-165242,357673.7688412939,310012.05468487315,-35301102.31454459
248,250000.0,720397.0,468498.0,0,566681,4,-48628,515167.99216371187,625515.5128481789,-35276111.667609125
249,481000.0,582167.0,423117.8125,0,566681,4,-165242,357673.7688412939,388139.9950391114,-35215388.722171634
250,260000.0,582167.0,468498.0,0,566681,4,-48628,395202.71064647526,545891.72508125,-35276111.667609125
251,455000.0,720397.0,594633.25,0,566681,3,451018,934728.8801759753,948997.9495105848,-35169224.479159296
252,415000.0,582167.0,525669.8125,0,566681,3,156792,447700.77068694844,545891.72508125,-35222064.104290456
253,349500.0,582167.0,357727.0,0,566681,3,-48628,357673.7688412939,466766.6027992289,-35301102.31454459
254,245000.0,582167.0,594633.25,0,566681,3,-48628,447700.77068694844,466766.6027992289,-35243442.9296875
255,592500.0,407085.0,468498.0,0,826681,5,-48628,447700.77068694844,388139.9950391114,-35256689.4921875
256,385000.0,720397.0,423117.8125,0,566681,4,-48628,395202.71064647526,545891.72508125,-35301102.31454459
257,315000.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35276111.667609125
258,255000.0,582167.0,357727.0,0,566681,3,-48628,395202.71064647526,388139.9950391114,-35261459.19772801
259,693000.0,720397.0,594633.25,0,566681,3,156792,695010.2210712119,867379.3392361642,-35137758.62493652
260,780000.0,582167.0,357727.0,0,566681,3,156792,447700.77068694844,466766.6027992289,-35189696.29278433
261,237000.0,582167.0,423117.8125,0,566681,4,-48628,395202.71064647526,466766.6027992289,-35299898.14441958
262,525000.0,582167.0,525669.8125,0,566681,3,834050,395202.71064647526,705638.1209049613,-35261459.19772801
