,price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,yr
178,269950.0,3.0,1.5,1.0,0,2,4,7,1320,630,1950,8941,1975
179,330000.0,2.0,1.0,1.0,0,0,3,7,1060,290,1540,8280,1949
180,260000.0,3.0,2.5,2.0,0,0,3,7,1670,0,1670,6183,1988
181,470000.0,4.0,3.0,1.5,0,0,4,7,1680,700,1410,5375,1925
182,589000.0,4.0,3.0,2.0,0,0,5,7,2440,0,2290,9600,1961
183,163500.0,2.0,1.5,2.0,0,0,3,7,1050,0,1050,3417,1996
184,835000.0,4.0,2.75,2.0,0,0,3,9,2140,990,2260,9984,1993
185,1095000.0,5.0,3.0,1.0,0,2,4,10,2090,2000,2540,10270,1986
186,269000.0,4.0,1.75,1.0,0,0,4,8,1100,390,2190,8910,1969
187,560000.0,3.0,2.5,2.0,0,0,3,8,1900,0,2030,8744,1987
188,615000.0,4.0,1.0,1.5,0,0,4,6,1330,0,1330,4400,1901
189,585188.0,3.0,2.25,1.0,0,0,3,8,1430,800,2230,9340,1975
190,305000.0,3.0,1.75,1.0,0,0,3,7,1220,430,1540,8400,1977
191,166950.0,3.0,1.0,1.0,0,0,3,6,1190,0,1230,7980,1959
192,799000.0,3.0,2.5,1.0,0,0,4,8,2140,0,2680,10083,1959
193,400000.0,3.0,2.5,1.0,0,0,4,7,1420,760,1900,7818,1962
194,230000.0,3.0,1.0,1.0,0,0,3,7,1060,0,1570,10228,1948
195,256883.0,3.0,2.5,2.0,0,0,3,8,1690,0,2550,5001,2003
196,423000.0,4.0,2.0,1.5,0,0,5,7,1130,840,1500,6480,1920
197,465000.0,3.0,2.5,2.0,0,0,3,8,2150,0,1750,2385,2007
198,440000.0,3.0,2.5,2.0,0,0,3,7,1910,0,2330,67268,1997
199,385000.0,3.0,1.75,1.0,0,0,4,7,1350,0,1560,50965,1969
200,210000.0,3.0,1.0,1.0,0,0,4,6,860,0,1300,9514,1943
201,297000.0,3.0,2.5,2.0,0,0,3,8,1940,0,2030,10450,1994
202,470000.0,3.0,1.0,1.0,0,0,3,7,1010,0,1680,5000,1952
203,226500.0,3.0,1.5,1.0,0,0,4,7,900,400,1430,7500,1976
204,274250.0,3.0,1.0,1.0,0,0,4,6,910,0,1400,8040,1962
205,840000.0,4.0,1.75,1.0,0,0,4,9,1630,850,2770,10744,1966
206,677900.0,3.0,2.5,2.0,0,0,3,8,2440,0,2750,4587,2010
207,425000.0,3.0,1.0,1.0,0,0,3,7,1010,0,1290,5000,1915
208,180250.0,2.0,0.75,1.0,0,0,3,6,900,0,1250,14280,1941
209,464000.0,6.0,3.0,2.0,0,0,3,7,1600,700,1560,1312,1994
210,320000.0,4.0,2.25,2.0,0,0,3,8,1550,0,1630,6397,1993
211,625504.0,3.0,2.25,2.0,0,0,3,8,1060,210,1160,1327,2014
212,592500.0,4.0,2.5,1.0,0,0,3,9,2240,0,2520,12368,1983
213,465000.0,3.0,2.5,2.0,0,0,3,9,2714,0,2590,18386,2005
214,477000.0,4.0,2.75,2.0,0,0,3,8,1720,0,2130,8700,1978
215,280000.0,2.0,1.0,1.0,0,0,3,6,850,0,1100,14459,1923
216,1505000.0,5.0,3.0,1.0,0,3,3,9,1870,1430,3836,20953,1991
217,445838.0,3.0,2.5,2.0,0,0,3,8,2250,0,1320,5390,2000
218,1072000.0,2.0,2.25,1.0,0,3,3,8,1950,1950,2580,5184,1947
219,467000.0,2.0,1.5,1.0,0,0,4,8,1320,0,2120,12040,1947
220,686000.0,4.0,2.5,2.0,0,0,3,10,2760,0,3070,8127,1999
221,279950.0,3.0,2.0,1.0,0,0,3,7,1350,400,1900,10125,1961
222,527000.0,4.0,2.25,2.0,0,0,3,8,2330,0,1910,10055,1987
223,325000.0,3.0,2.25,1.0,0,0,4,8,1780,440,2080,9583,1966
224,328000.0,3.0,2.25,2.0,0,0,3,7,2020,0,2020,8031,1994
225,390000.0,3.0,2.25,1.0,0,0,5,7,1250,0,1280,7392,1942
226,479950.0,2.0,2.0,1.0,0,0,3,8,1510,0,1640,6009,2005
227,264950.0,4.0,2.25,1.0,0,0,4,7,1120,600,1510,9753,1978
228,235000.0,3.0,1.0,1.0,0,0,4,7,980,450,1960,13068,1961
229,516500.0,3.0,2.5,2.0,0,0,3,7,1480,0,2250,4729,2004
230,655000.0,2.0,1.75,2.0,1,4,3,7,1230,220,2030,13193,1978
231,500000.0,4.0,2.75,1.0,0,0,5,7,2280,0,2280,15347,1960
232,315000.0,6.0,2.75,1.0,0,0,3,8,1780,1160,2120,8236,1978
233,213000.0,2.0,1.0,1.0,0,0,3,6,1000,0,1150,13702,1961
234,475000.0,3.0,1.5,1.5,0,0,5,7,1620,860,2090,4800,1947
235,1025000.0,5.0,4.0,2.0,0,0,3,10,3760,0,3430,35096,1983
236,416000.0,3.0,2.0,1.0,0,0,5,7,1640,580,2070,80100,1976
237,410000.0,4.0,1.0,1.5,0,0,3,7,1670,300,1510,4740,2005
238,800000.0,3.0,3.5,2.0,0,0,3,10,3530,300,2920,148539,1993
239,472000.0,6.0,2.5,1.0,0,2,4,9,2350,2060,2600,13988,1965
240,225000.0,3.0,1.75,1.0,0,0,4,7,1430,0,1190,8640,1968
241,210000.0,2.0,1.0,1.0,0,0,3,6,830,0,830,4960,1940
242,455000.0,2.0,1.0,1.5,0,0,2,7,1430,0,1450,3750,1925
243,225000.0,3.0,1.0,1.0,0,0,4,6,1300,0,1260,8316,1954
244,480000.0,2.0,1.0,1.0,0,2,4,7,790,240,1390,3060,1918
245,363000.0,3.0,2.5,2.0,0,0,3,9,2740,0,2570,10377,1990
246,2400000.0,4.0,2.5,1.0,1,4,3,9,1830,1820,3120,18841,2000
247,181000.0,2.0,1.5,1.0,0,0,3,6,720,0,1150,2566,1954
248,250000.0,4.0,2.0,1.0,0,0,4,7,2010,0,2010,7650,1976
249,481000.0,3.0,1.75,1.0,0,0,4,6,770,790,1390,3000,1918
250,260000.0,3.0,2.0,1.0,0,0,4,7,1240,570,1750,7209,1978
251,455000.0,4.0,2.5,2.0,0,0,3,9,3360,0,3060,6567,2001
252,415000.0,3.0,2.25,2.0,0,0,3,8,1510,0,1730,36224,1991
253,349500.0,3.0,1.0,1.0,0,0,3,7,800,600,1620,6331,1953
254,245000.0,3.0,2.5,2.0,0,0,3,7,1730,0,1630,6458,1987
255,592500.0,2.0,2.0,1.5,0,2,5,7,1420,0,1420,6816,1928
256,385000.0,4.0,1.75,1.0,0,0,4,7,1180,1180,1910,7620,1955
257,315000.0,3.0,1.75,1.0,0,0,4,7,1200,380,1550,10650,1974
258,255000.0,3.0,1.0,1.0,0,0,3,7,1230,0,1380,10098,1979
259,693000.0,4.0,2.5,2.0,0,0,3,8,2460,0,2990,5659,2006
260,780000.0,3.0,1.0,1.5,0,0,3,8,1460,200,1660,4400,1911
261,237000.0,3.0,1.75,1.0,0,0,4,7,1270,0,1600,8470,1960
262,525000.0,3.0,2.25,2.0,0,0,3,10,1320,780,2380,33450,1979
263,425000.0,2.0,1.0,1.0,0,0,3,5,770,0,1330,2580,1930
264,369900.0,1.0,0.75,1.0,1,4,5,5,760,0,1230,14267,1936
265,290000.0,4.0,2.5,2.0,0,0,4,7,1700,0,1950,7475,1988
266,285000.0,3.0,1.0,1.0,0,0,3,7,1120,0,1130,6350,1954
267,415000.0,2.0,1.0,1.0,0,0,3,7,1070,0,1320,4465,1937
268,272500.0,3.0,2.5,1.0,0,0,3,8,1420,650,2070,8250,1979
269,2900000.0,4.0,3.25,1.5,0,2,3,11,4750,300,3890,20060,2008
270,1365000.0,4.0,4.75,2.0,0,0,4,11,5310,0,4180,47443,1989
271,436000.0,2.0,1.0,1.0,0,0,4,7,1040,0,1440,7530,1939
272,210000.0,3.0,1.0,1.0,0,0,4,7,1700,0,1350,8164,1967
273,236000.0,3.0,1.0,1.0,0,0,3,7,1300,0,1320,7619,1961
274,331000.0,3.0,1.75,1.0,0,0,3,7,580,500,1440,2225,2003
275,365000.0,3.0,2.5,2.0,0,0,3,8,2653,0,2653,4927,2006
276,450000.0,3.0,2.0,1.0,0,0,5,8,2290,0,1660,10530,1960
277,770000.0,4.0,2.75,2.0,0,0,3,9,2850,970,1860,12136,2014
278,455000.0,4.0,2.5,1.0,0,0,3,8,2210,0,2670,49385,1997
279,405000.0,3.0,1.75,1.0,0,0,3,6,1240,1150,2020,6000,1908
280,304900.0,4.0,1.75,1.0,0,0,4,7,1610,990,1720,11088,1969
281,170000.0,2.0,1.0,1.0,0,0,3,6,860,0,1650,8775,1931
282,2050000.0,5.0,3.0,2.0,0,1,5,9,2630,1200,3050,7556,1994
283,780000.0,4.0,2.5,2.0,0,0,3,9,3500,0,3920,7864,2005
284,330000.0,3.0,3.0,1.0,0,0,4,8,1740,680,2570,13300,1988
285,370000.0,4.0,2.5,2.0,0,0,3,9,2720,0,2410,8100,1992
286,467000.0,5.0,2.25,1.0,0,0,3,7,1850,650,2300,9750,1979
287,405000.0,3.0,1.75,1.0,0,0,3,7,1140,530,1670,7320,1980
288,675000.0,5.0,2.25,1.0,0,0,3,8,1450,1450,2310,10300,1985
289,500000.0,2.0,1.0,1.0,0,0,4,7,1140,500,1520,13527,1954
290,389999.0,4.0,2.5,2.0,0,0,4,7,1890,0,2410,15256,1968
291,630000.0,4.0,1.75,1.0,0,2,4,8,1780,1170,2120,9600,1975
292,360000.0,4.0,2.5,2.0,0,0,3,9,2160,0,2280,9937,1992
293,580000.0,4.0,3.0,2.0,0,0,3,8,2270,1010,2320,11004,1986
294,550000.0,3.0,2.0,2.0,0,3,5,8,1270,700,2390,4166,1929
295,879000.0,4.0,2.5,2.0,0,0,3,10,3360,0,3150,11374,1994
296,265000.0,3.0,2.0,1.0,0,0,3,7,1320,0,1740,7316,1993
297,446500.0,3.0,2.5,2.0,0,0,3,8,2650,0,2400,7220,1990
298,404000.0,3.0,1.5,1.0,0,0,3,7,1330,700,2140,5592,1963
299,267500.0,3.0,1.75,1.0,0,2,3,7,1090,500,1630,9052,1957
300,3075000.0,4.0,5.0,1.0,1,4,3,10,2600,1950,4550,19508,2002
301,335000.0,3.0,2.5,2.0,0,0,3,8,2440,0,2510,7903,1998
302,576000.0,3.0,2.5,1.0,0,0,4,7,970,970,2190,7310,1948
303,208633.0,3.0,2.5,2.0,0,0,3,8,2040,0,2370,4590,2006
304,315000.0,3.0,2.25,1.0,0,0,4,7,1120,1080,1460,10139,1964
305,725000.0,3.0,1.75,1.0,0,0,4,8,960,960,1740,4000,1913
306,550000.0,4.0,2.75,1.0,0,0,4,8,1400,400,1800,8275,1965
307,610750.0,4.0,2.25,2.0,0,0,3,8,2180,0,2250,9781,1984
308,550700.0,2.0,1.0,1.5,0,0,4,6,1010,0,1460,5000,1908
309,665000.0,4.0,2.75,2.0,0,0,5,8,2220,1100,2720,8330,1960
310,834000.0,4.0,2.5,1.5,0,2,5,8,1980,390,2440,5750,1928
311,201000.0,5.0,1.75,1.5,0,0,3,6,1660,0,1660,78408,1915
312,2384000.0,5.0,2.5,2.0,0,4,5,10,3370,280,2880,5400,1921
313,1384000.0,4.0,3.25,1.0,0,3,3,11,2690,1600,3860,11244,1997
314,1400000.0,4.0,3.25,1.0,0,3,3,11,2690,1600,3860,11244,1997
315,305000.0,4.0,2.25,1.0,0,0,3,8,1350,600,2150,7350,1979
316,487000.0,3.0,2.0,1.0,0,0,5,8,1720,870,1570,8162,1948
317,390000.0,3.0,2.5,1.0,0,0,4,8,1930,0,2350,57500,1988
318,548000.0,2.0,1.0,1.0,0,0,4,7,1170,300,1570,3864,1916
319,268750.0,4.0,1.0,1.0,0,0,3,6,800,0,1310,8775,1943
320,819900.0,5.0,2.75,2.0,0,0,3,9,3150,0,1560,8384,2013
321,520000.0,3.0,2.25,2.0,0,0,3,8,2030,0,2660,17958,1984
322,230000.0,3.0,2.0,1.0,0,0,3,7,1450,0,1520,9518,2003
323,240000.0,3.0,1.75,1.0,0,0,3,7,1510,0,1510,9753,1969
324,232000.0,2.0,1.0,1.0,0,0,3,6,960,280,1820,7460,1984
325,240500.0,2.0,1.0,1.0,0,0,3,6,960,280,1820,7460,1984
326,274975.0,3.0,2.5,2.0,0,0,3,9,3030,0,3080,35781,1987
327,740000.0,4.0,2.0,1.5,0,0,4,9,2050,0,2320,5500,1922
328,186375.0,3.0,1.0,1.0,0,0,2,7,1000,0,1150,7600,1952
329,790000.0,3.0,2.25,1.0,0,0,4,9,1590,780,2500,10004,1977
330,880000.0,4.0,3.5,2.0,0,0,3,9,1890,910,2370,6120,2002
331,279000.0,6.0,1.75,2.0,0,0,4,7,2240,0,1590,7955,1955
332,295000.0,3.0,2.0,1.0,0,2,3,8,1810,0,1910,10450,1991
333,640000.0,2.0,1.0,1.0,0,0,3,7,1070,0,1710,5000,1924
334,940000.0,4.0,2.0,2.0,0,0,5,9,2490,0,2770,9525,1968
335,260000.0,4.0,2.5,2.0,0,0,3,7,1960,0,1800,5894,2003
336,559900.0,3.0,2.75,1.0,0,0,3,9,1860,1070,2580,11045,2004
337,791500.0,4.0,2.0,1.5,0,0,5,7,1510,0,1820,3750,1911
